"Campaign name",Age,Gender,Objective,Ads,"Call to action","Page name","Ad name","Ad set name",Day,"Campaign ID","Ad set ID","Ad ID","Page ID","Delivery status","Delivery level","Result Type",Results,"Cost per result","Amount spent (EUR)",Impressions,Reach,Purchases,"Attribution setting","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name","Cost per purchase","Messaging conversations started","Cost per messaging conversation started",Frequency,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Result rate",Views,Viewers,"Clicks (all)","CPC (all)","Gross impressions (includes invalid impressions from non-human traffic)","Messages delivered","Ad delivery","Cost per message delivered","Page engagement","Facebook likes","Instagram follows","Join group requests","Post comments","Post engagements","Post reactions","Post saves","Post shares","Photo clicks","Event responses",Check-ins,"Effect share","Achievements unlocked","Cost per achievement unlocked","Achievements unlocked conversion value","Adds of payment info","Cost per add of payment info","Adds of payment info conversion value","Adds to cart","Reporting starts","Reporting ends"
,,,,,,,,,,,,,,,,mixed,,,28.63,122124,88116,,,0,0,0,,,63,0.45444444,1.3859458,1230,0.02327642,0.23443385,2.49172972,,109709,75747,3043,0.00940848,121918,,,,27099,14,4,,5,27085,244,5,43,9,,,,,,,,,,,2026-02-11,2026-03-16
